,clean_text,sentiment
24623,barang diterima dan berfungsi dengan baik packing rapih mudahan awet ,positive
24624,mantaap awet nih batre ,positive
24625,barang bagus lahh cuma kok stikernya diatas ya ,positive
24626,barang sesuai deskripsi kualitas bagus,positive
24627,sesuai deskripsi respon cepat barang berkualitas dan berfungsi dengan baik,positive
24628,sesuai pesanan proses cepat,positive
24629,pengiriman lumayan cepat kualitas barang baik pertama kali pasang daya baterai masih butuh jam utk fully charging semoga awet utk pemakaian kedepannya ,positive
24630,barang sudah sampai bagus semoga awet dan jika rusak garansi benar benar berlaku,positive
24631,gooddd produckk bgt dahh,positive
24632,barang sesuai dan cocok dg notebook aye,positive
24633,mantap pelayanan cepat respon cepat ,positive
24634,ukuran dan warna produk sesuai dengan deskripsi produk yang dijual recomend ,positive
24635,batery bagus tested ok,positive
24636,batere laptop berfungsi dgn baik tks ,positive
24637,brightness panel jelek sekali,negative
24638,mantaaaaaaaaaaaaaaaaaaaapppp,positive
24639,sudah dipasang dan dites lancar makasih gan ,positive
24640,barang good pesenan sesuai,positive
24641,mantap sampai jam ,positive
24642,trimakasih barang sudah sampai dengan selamat tes ok,positive
24643,trims barang sudah sampai dalam keadaan baik tapi belum dicoba respon cepat,positive
24644,barang sudah sampai belum dicoba mudahan gak ada kendala ty gan,positive
24645,packing baik dan barang sesuai pesanan,positive
24646,sesuai dengan deskripsi dan berfungsi dengan baik barang cepat sampai recommended seller ,positive
24647,produk sesuai deskripsi pelayanan sangat cepat packing rapi pokoknya mantap sukses terus tokonya two thumbs up ,positive
24648,mantap luar biasa banget respons penjual cepat pengiriman aman amp gesit terimakasih ya mas bekerja sangat sempurna sekali adaptornya alhamdulillah banget setelah saya sempat ketipu di toko sebelah makin sukses ya mas ,positive
24649,sesuai gambar dan berfungsi dengan baik terimakasih,positive
24650,barang sesuai deskripsi dan sudah dipakai hingga sekarang berfungsi dengan baik thank you ,positive
24651,respon cepat mantappp,positive
24652,mantap penjualnua recomended seller,positive
24653,bisa jalan di xiaomi notebook air,positive
24654,pengemasan rapi amp aman order jumat senin sampai bisa digunakan di laptop dell latitude amp samsung s fast chg semoga awet ,positive
24655,bisa dipakai di macbook pro yg baru atau utk charge samsung s,positive
24656,barang sesuai dengan yg diharapkan berfungsi baik pengiriman cepat dan paket rapih sangat puas thanks ,positive
24657,very fast respon ,positive
24658,barang sesuai dengan pesanan dan bagus,positive
24659,barang sudah diteriama dengan baik dan lengkap sesuai pesanan terima kasih ,positive
24660,harga kompetitif pengiriman cepat seller responsif charger bisa dipakai di x carbon,positive
24661,mantapppppppp biar bintang berbicara,positive
24662,produk ok dan sesuai deskripsi respons dan pengiriman juga cepat ,positive
24663,barang sudah diterima dengan baik dan lengkap sesuai pesanan terima kasih ,positive
24664,respon seller cepat kualitas barang original dan berfungsi dgn baik,positive
24665,kencengggg banteeeeeeeeeeeeeeeeeeeeettttttttt,positive
24666,mantap gan brg sdh sampe dan bisa dipakai utk laptop spectre juga terima kasih,positive
24667,produk sesuai klaim garansi ga pake ribet mantul bos,positive
24668,berkerja sempurna dan pengiriman cepat semoga awet,positive
24669,gila menit guys dr order sampai brg di terima di tanggan super fast barang working properly on hp spectre build in quality nya aj yg gk mirip original maklum krn murah bgt hehe thanks gan ,positive
24670,bagus mantap sesuai deskripsi,positive
24671,response cepet barang so sar so good thanks ,positive
24672,alat berfungsi dengan baik,positive
24673,barang sudah sampai lengkap sesuai pesanan terima kasih ,positive
24674,seller cukup sabar lancar amp sesuai dgn deskripsi,positive
24675,fast respond dan barangnya ori hehehe,positive
24676,barang diterima dengan baik semoga awet ,positive
24677,barang sesuai foto dan deskripsi harga kompetitif produk berfungsi dengan baik paket rapih recommended ,positive
24678,mantap berfungsi normal kereennn,positive
24679,mantap recomend pokok nya,positive
24680,barang sdh dateng langsung test ok,positive
24681,tks gan barang oke maaf baru komen sekarang,positive
24682,trim banget gan barangnya oke n bagus,positive
24683,pengiriman tepat waktu,positive
24684,super fast respon tanpa basa basi,positive
24685,produk bagus sesuai dgn spesifilasi barang yg dipesan,positive
24686,barang sesuai deskripsi fast respon recomended seller,positive
24687,barang baru packing rapi respon amp amp pengiriman cepat recomended sekali barusan saya pasang hasilnya puas banget,positive
24688,packing mantap barang sesuai thank you,positive
24689,baru buka packing jos packingnya,positive
24690,barang udah dipasang dan sesuai deskripsi,positive
24691,sudah diterima gan barangnya,positive
24692,sesuai pesanan pengiriman cepat packing rapih recomended,positive
24693,mantap sampai saaat ini berfungsi dengan baik semoga awet sampe tahun ke depan hehehe,positive
24694,barang original bagus tahan lama pengiriman cepet,positive
24695,sesuai pesanan fungsi dengan baik sekali batrey originàl bagusd,positive
24696,barang sesuai pesanan pengiriman cepat sudah langganan lama disini buat yg cari sparepart jgn ragu beli disini dehh,positive
24697,barang sudah sampai sesuai deskripsi dan berfungsi dengan baik semoga awet ,positive
24698,respon dan pengiriman cepaat thnks,positive
24699,product were received very quickly and product is just as described and working well thanks,positive
24700,adaptor chargernya sangat cocok di lenovo yoga pengiriman cepat dan packing sangat aman mantap laah ,positive
24701,good seller fast respon thanks,positive
24702,terima kasih pesanan sudah diterima sesuai deskripsi namun ketika dicoba kok tdk terdeteksi pada laptop ya namun kalau dinyalakan tanpa charger bisa apa masih beradaptasi kali ya mohon petunjuk selamat bekerja dan jaga terus kepercayaan pelanggan ,positive
24703,barang mantab sesuai top dah ,positive
24704,merk capital bukan hp ,positive
24705,harga terbaik kualitas original fast delivery highly recommended seller thanks ,positive
24706,mantap rekomended seller semoga awet,positive
24707,barang bagus kurang sesuai untuk acer e g saya paksakan lcd nya bermasalah,negative
24708,harga tergolong murah untuk produk sejenis plug and play di lenovo thinkpad tp tanpa modifikasi apapun kualitas produk tergolong bagus ditinjau dari saturasi warna kontras dan ketajaman hanya backlight yg tergolong lebih gelap dari lcd bawaannya mungkin karena pengaruh dari jenis layarnya adalah layar glossy ,positive
24709,barang sesuai deskripsi dan recomended,positive
24710,barang cocok bagus trims gan ,positive
24711,sudah testing dan bagus semoga awet,positive
24712,pengiriman nya cepat dan paking nya bagus,positive
24713,best seller barang udah sampe thx gan ,positive
24714,terima kasih bossss cepat sampai sesuai pesanan josss tinggal di tes ,positive
24715,respon cepet mamtappp ,positive
24716,terima kasih mudahan awet ,positive
24717,packing rapi makasih ,positive
24718,bagus ok jg ,positive
24719,barang sesuai pesanan dan packing super rapi,positive
24720,kurang yang kuasnya cuman ada cairan dan lap saja ,positive
24721,barang sesuai deskripsi packing rapi dan pengiriman cepat recomended seller,positive
24722,barang ok dah dicoba utk ngecharge sampe semoga awet respon seller cepat,positive
24723,berfungsi dengan baik sy order hitam tapi yg datang biru tak apalah ,positive
24724,produk oke tapi pesennya hitam dikirim putih tp gak masalah yg penting work ,positive
24725,sesuai pesanan anak saya seneng sekali tks gan,positive
24726,barang sesuai dengan spec dan berfungsi dengan baik,positive
24727,puas sesuai ekspektasi ,positive
24728,mantuuuuuuulllllll ,positive
24729,barang sesuai dan kcepatan pngirimnya good,positive
24730,untuk kedua kalinya beli ini fast respon,positive
24731,kabel hdminya bagus dan kokoh udah dicoba jg kabelnya berfungsi bagus ,positive
24732,mantap gan keren work recomended sesuai gambar,positive
24733,belum di coba tp kayanya bagus,positive
24734,respon cepat packing super aman sip pokoknya,positive
24735,kabelnya kokoh dan sesuai deskripsi fast respon ,positive
24736,oke barang sudah diterima n dipasang gan thanks ,positive
24737,sesuai hargalah lumayan buat kerja hehe,negative
24738,mantap it works sesuai ekspektasi,positive
24739,pengiriman cepet bgt barang jg sudah dipakai berfungsi dgn baik ,positive
24740,respon cpat semoga barang dpat berfungsi dg baik blm di cba,positive
24741,barang berfungsi dengan baik ada jaminan garansi tahun,positive
24742,brg udh smpai terimakasih kerjasamanya om ,positive
24743,barang sesuai semoga awet,positive
24744,barang sesuai deskripsi kualitas cukup bagus semoga awet ,positive
24745,terimakasih paket sdh saya terima dgn baik,positive
24746,kwalitas bagus pengiriman cepat thanks ,positive
24747,kwalitas barang bagus pengiriman cepat thanks ,positive
24748,sipppppppppppppppppppppppooooooooopppppp,positive
24749,barang baru tapi disini udah ada sparepartnya mantepp boss bener original dan oke batreynya,positive
24750,respon cepat sekali pesan sore jam malam udah dikirim besoknya sampe barang baguss top bangets ,positive
24751,produk mantap jaya berfungsi normal thanks gan,positive
24752,ada bengkokan di deket tombol power dan dudukannyaa patah tapi masih bisa di akalin jadi it s ok lah ,negative
24753,barang sesuai deskripsi amp pesanan berfungsi baik amp normal tq gan,positive
24754,toppp nih barang dateng langsung bongkar pasang jossss tanpa kendala,positive
24755,fast respon dan safety packing ,positive
24756,produk berkualitas berfungsi dengan baik,positive
24757,barang sesuai pesanan dan baik,positive
24758,joss mantap barangnya sesuai yg diharapkan bagus poll respon penjual baik ,positive
24759,sudah lama pakai barang ini untuk berbagai jenis ac,positive
24760,nice gan lancar jaya kabelnya,positive
24761,mulus sesuai deskripsi,positive
24762,note nya pin cuma sayang satunya pin semuanya normal,positive
24763,trimsssss bossssss udah sampai,positive
24764,nd order mantap ,positive
24765,blm ditest ,negative
24766,overall ok ,positive
24767,lumayan barangnya semoga awet,positive
24768,packing sudah terbuka tidak rapi tapi karena pas dicoba nyala ya sudah lah belum terbukti bisa fast charging sih ,positive
24769,barang sesuai yang dipesan dan kirim nya cepat,positive
24770,sesuai deskripsi proses juga sangat cepat terimakasih,positive
24771,pembelian ke mantap sampai terus sesuai,positive
24772,responya mantap saya rekomendasikan,positive
24773,bagus cepat murah ,positive
24774,langganan dr dulu puas pelayanan cepat ga pakai lama produk original,positive
24775,barang sudah di terima dengan baik dan packing rapi thxs gan,positive
24776,sdh beli beberapa kali selalu puas terimakasihh,positive
24777,lihat bintang untuk menggambarkan kepuasan ,positive
24778,barang sesuai deskripsi recommended seller thanks ,positive
24779,produk ori packing oke,positive
24780,gooooooooooooooooooooood,positive
24781,packing rapih barang terjaga,positive
24782,harga bersahabat dan original,positive
24783,barang telah saya terima terimakasih,positive
24784,seller very fast respon makasi ya,positive
24785,penjual ramah dan responsif barang sesuai deskripsi,positive
24786,sesuai ekspektasi good recommended seller ,positive
24787,bagus sesuai yg diharapkan,positive
24788,produk mantap tinta mantap,positive
24789,sudah langganan ke sekian kali di toko ini dan kiriman selalu super cepat packaging rapi dan tintanya ori mantap gan ,positive
24790,barang sudah diterima seller fast response,positive
24791,barang bagus respon cepat pengiriman cepat,positive
24792,good product fast respond thnx seller,positive
24793,mantap bisa ngeprint lageee,positive
24794,barang bagus seller responsif dan tanggung jawab,positive
24795,barangnya mantap terima kasih ,positive
24796,ini juga orederan ke kalinya aman alhamdulillah seperti biasa,positive
24797,barang sesuai iklan respon seller cepat mantap,positive
24798,makasih ka barang sudah sampai dan pengiriman cepat,positive
24799,barang sesuai dng deskripsi ,positive
24800,packaging rapih cepat sampai tujuan ,positive
24801,barang sdh diterima dlm keadaan baik pengiriman jg cepat ,positive
24802,barang sudah diterima bagus terimakasih,positive
24803,seperti biasa tepat waktu,positive
24804,barang sudah diterima thx,positive
24805,pembelian yang keempat di lapak ini ,positive
24806,respond cepat barang sesuai terima kasih gan ,positive
24807,xhhxjebebeixuaipqpxpxkdnwbhwuw xxx thanks,positive
24808,layanan super cepat produk ok,positive
24809,barang bagus terimakasih,positive
24810,tq seller fast shipping cuma item blm di coba buat cadangan soalnya,positive
24811,original dan cepat,positive
24812,kecewa sama pengiriman jne karna kasih barang ku ke alamat yg salah tapi syukurnya admin yg baik hati ini mau bantuin buat konfirmasi ke pihak jne nya thnks over all very good ,positive
24813,barang berfungsi baik respon cepat harga murah ,positive
24814,sip mantap ommmmmmm trims,positive
24815,yg hitam sesuai tpi gk tau ori apa ngak yg colour sepertinya ngak,negative
24816,sesuai deskripsi mantaap,positive
24817,topppppppppppppppppppp,positive
24818,respon cepat barang cepat sampai barang sesuai ,positive
24819,pengiriman cepat dan sesuai pesanan thx,positive
24820,produk sangat baik dan pengiriman cepat,positive
24821,barang sesuai pesanan dan kirimnya cepat,positive
24822,pengiriman produk sangat cepat langsung bisa dipakai recommended seller ,positive
24823,barang dan layanan oke ,positive
24824,kirimannya cepat kayak the flash sellernya ramah packingnya rapi ,positive
24825,selalu repeat order disinu thankyou,positive
24826,produk sesuai deskripsi pengiriman cepat pakai go send hari yang sama langsung sampai agan nya fast response kalau di chat mantep,positive
24827,packing bagus barang oke mantaplah,positive
24828,mantaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppp,positive
24829,bagus mudah mudahan berfungsi dengan baik,positive
24830,barang sesuai yang dipesan dan kirimnya cepat,positive
24831,mantaaapp packaging rapihh,positive
24832,bagus dan pengiriman cepat terima kasih,positive
24833,barang sudah di terima sesuai request,positive
24834,bagus pengiriman cepat terima kasih,positive
24835,dah sering belanja disini gag pernah kecewa ,positive
24836,pengiriman lumayan cepat,positive
24837,terima kasih barang smp cepat sekali ,positive
24838,cepaaaaaaaaaaaaaaaaaaaaaaaaat,positive
24839,sesuai deskripsi respon sangat cepat ,positive
24840,produk asli amp pengiriman sangat cepat,positive
24841,barang terkirim sesuai pesanan ,positive
24842,siiiiiiiiiiipppppppppppppp,positive
24843,tinta ori dan respon sangat cepat seperti biasanya recommended seller,positive
24844,layanan cepat barang ori memuaskan terimakasih,positive
24845,terima kasih untuk tintanya barang ok cepat sampai ,positive
24846,pengiriman cepat bgt top ,positive
24847,sdh kali pemesanan kali ini baik sesuai order barang original ngga ragu deh memuaskan ,positive
24848,maaf baru ngulas kmrn ga ada sinyal barangnya sampai cepet banget packing rapi sudah dicoba dan berfungsi baik tengkyu,positive
24849,selalu puas beli disini barang kualitas ori seller juga helpful sekali,positive
24850,baik cepat responnya penjual ramah ,positive
24851,bagus ada segel hologramnya,positive
24852,pasti baguslah kan ori ,positive
24853,barang lom di coba semoga berfungsi dg baik ,positive
24854,barang sesuai pesanan thx,positive
24855,sudah repeat order ga perlu diragukan lg ,positive
24856,terima kasih banyak cepat sampainya,positive
24857,sudah terima tqqqqq,positive
24858,bagus as always tapi harga nya naik hiks,positive
24859,pengiriman cepat barang ori,positive
24860,thank u kiriman cepat komunikasi mantap,positive
24861,barang ud saya terima ya tq bgt packingannya rapi,positive
24862,pengiriman super cepat dan puas,positive
24863,packing box bagus cartridge diterima dengan bagus,positive
24864,trimakasih barang pking bgus,positive
24865,fast respond brg sesuai pesanan,positive
24866,trimakasih gan barang bgus smua,positive
24867,barang cepat sampai thanks,positive
24868,barang sesuai fast respond,positive
24869,goodddddddddddddddddd,positive
24870,good quality n fast shiping,positive
24871,barang original ada segelnya hanya saja packingnya jelek cuma dibungkus kardus tipis jadi pas pengiriman boks produk penyok penyok barang sih masih aman ,positive
24872,sering beli disini dan selalu memuaskan barang asli pelayanan mantap,positive
24873,respon cepat terima kasih,positive
24874,selama ini barangnya good thx,positive
24875,terima kasih maaf telat kasi ulasan barang top recommended seller,positive
24876,barang sesuai yang di deskripsikan,positive
24877,ada harga ada rupa josgandos topmarkotop,positive
24878,produk bgus tolong perbaiki proses pengiriman jangan nunggu sore ,positive
24879,cpt bgt pengiriman nya tks aku pasti belanja lg,positive
24880,fast response harga ok ,positive
24881,tung si an kiak to pau to an rapi kamchia nyia ah thew ka,positive
24882,bagus cepet sampai semoga terus jaga kualitas,positive
24883,barang diterima dan sesuai pesanan,positive
24884,barang telah diterima dengan baik include nota kartu nama sukses untuk tokonya,positive
24885,topcerrrrrrrrrr ,positive
24886,barang telah diterima tq gan,positive
24887,diterima dengan baik ,positive
24888,sellernya fast response dan produknya dijamin original,positive
24889,produk diterima dengan baik dan sesuai deskripsi ,positive
24890,barang sesuai deskripsi terima kasih gan,positive
24891,barang sudah diterima barangnya asli dan beljalan dengan lancar tanpa kendala ,positive
24892,seperti biasaaa barang cepat dan mantaaabbb ,positive
24893,udah belanja x disini cepet respon nya thanks ya ,positive
24894,fast response jadi kalo butuh buru nggak susah,positive
24895,cepat sesuai dgn deskripsi trusted,positive
24896,fast response barang sudah terima,positive
24897,good catrigde black berfungsi dgn baik,positive
24898,barang diterima thanks,positive
24899,produk asli harga lumayan murah makasih banyak ya,positive
24900,barangnya bagus gan dan pengirimannya juga cepat sorry telat ulasannya hehehe ,positive
24901,respon cepet barang dikirim segera begitu order thank u ,positive
24902,sangat cepat response penjual dan proses pun kilat tinta sesuai descripsi mantabs,positive
24903,mantap diterima ga ada masalah,positive
24904,waduh saya lupa barang yg dikirim nya cepat sampai kondisi bagus hihihi,positive
24905,brg uda di terima boss makasih walau gojek menghadang tetap di libas juga rec seller banget dah ini tinta juga uda lgs di pake bagussss ,positive
24906,kemarin beli hari ini sampai waw bisa liat resinya ,positive
24907,mantappp sampe dengan selamat,positive
24908,fast response recommended ,positive
24909,cepat sampai thanks ,positive
24910,ok gan barang udah diterima packing good ,positive
24911,barang sesuai dengan deskripsi recommended seller ,positive
24912,top markotop good marsogood photobooth selfie ya digiselfie dong ,positive
24913,product yang dikirim sesuai dengan yang dipesan respon dan pengirimannya baik dan cepat ,positive
24914,terima kasih sudah datang dan sesuai pesanan,positive
24915,produk diterima dengan baik dan sesuai dengan yang tertera pada deskripsi,positive
24916,syiip cepet dan akurat makasiiih ,positive
24917,pokoknya top markotop fast response pisan tks ,positive
24918,barang sdh di terima dgn baik recommended seller,positive
24919,cepat sampai terima kasih,positive
24920,mantap barang baik dan sesuai dengan pesanan terima kasih ,positive
24921,siiiip barang sudah sampai sukses selalu,positive
24922,paket sdh sy terima dgn cpt sekali blm melek mata sdh dtng paketnya kl ada promo jangan lupa ,positive
24923,good barang diterima dgn baik,positive
24924,respon cepat pelayanan sngat baik,positive
24925,barang udah d trima baik gan thanks y ,positive
24926,barang sudah sampai sukses selalu,positive
24927,produk yang diterima sesuai dengan yg tertera dan seterusnya ,positive
24928,juossss ,positive
24929,respon sangat cepat dan pengiriman juga sangat cepat next time saya akan belanja disini lagi,positive
24930,terimakasih sdh di terima kualitas ok sesuai harga,negative
24931,barang sudah sampai sesuai dengan pesanan thx,positive
24932,recommended seller pertahakan ,positive
24933,good and quick transaction ,positive
24934,cepet respon penjualnya ,positive
24935,fast respon dan ramah recomended seller,positive
24936,semoga bisa order kembali sukses selalu,positive
24937,barang sudah sampai sukses selalu ,positive
24938,barangnya telah sampai sukses selalu,positive
24939,respon cepat barang prima dan harga murah recomended seller thanks ,positive
24940,terima kasih cepet sekali datangnya semoga jadi langganan terus harga juga ok,positive
24941,barang telah sampai sukses selalu,positive
24942,sudah terima barang ok sesuai pesanan,positive
24943,genuine dan buset dah proses nya cepet bener baru kelar bayar uda langsung di pickup thank you gannn ,positive
24944,barang masih segel dan bagus packing rapih dan respon seller juga cepat ,positive
24945,terima kasih belum di pakai masih disimpan dulu,positive
24946,barang diterima dengan baik dan cepat,positive
24947,barang telah tiba semoga bisa next order,positive
24948,ok recommended brg cpet siap,positive
24949,barang telah diterima dengan baik semoga bs order kembali,positive
24950,barang diterima dengan baik semoga tidak ada masalah saat dipakai ,positive
24951,barangnya sesuai dengan deskripsinya pengirimannya cepat,positive
24952,barang telah sampai semoga next bisa order lagi,positive
24953,siip barang telah tiba next ditunggu order selanjutnya,positive
24954,respon cepat kiriman kilat terima kasih,positive
24955,barang sesuai dan respon cepat great job ,positive
24956,produk sesuai kualitas bagus harga lbh murah,positive
24957,barang telah tiba sukses selalu semoga next bs order lagi,positive
24958,siippppp gan,positive
24959,thank you respon cepat sekali dan ramah produk sesuai deskripsi masi original tentunya y ,positive
24960,produk sesuai dengan gambar fast respon,positive
24961,barangnya telah tiba mudahan bisa order kembali,positive
24962,produk sesuai pesanan dan respon yang cepat,positive
24963,barang telah sampai semoga bisa order kembali,positive
24964,bagus harga terjangkau trimakasih,positive
24965,barang asli sesuai harapan harga termurah bravo,positive
24966,proses cepat dan barang sesuai deskripsi,positive
24967,respon cepat barang sesuai deskripsi packing aman rapi pengiriman cepat mantap surantap gaaann ,positive
24968,bagussssssssssssssssssssssssssssssssssssssss,positive
24969,proses pemesanan barang sangat cepat terimakasih,positive
24970,trima kasih sdh saya trima dlm keadaan baik,positive
24971,sudah saya terima terimakasih,positive
24972,barang telah tiba sukses selalu,positive
24973,respon cepat pengiriman cepat dan barang telah sampai sukses selalu,positive
24974,terima kasih barang sudah sampai packing aman,positive
24975,respon cepat tapi pengiriman kurang memuaskan saat menggunakan gojek,positive
24976,pelayanan sangat informatif dan product original produce by malaysian expired dec packaging rapih meski hanya pakai kantung plastik kresek hitam yg dibungkus sealed by lakban cokelat di dalam nya disertai name card sj computer cempaka mas dan lembar kwitansi pembelian delivers by ojek online gosend sameday service sj comp is recomended seller for printer supplies thanks sj comp thanks tokopedia ,positive
24977,barang sesuai dengan yg di detail dan gambar pelayanan cepat,positive
24978,carteidge udah sampe hp thank uuuuuuuuuu,positive
24979,gooooood mantaaaaaaap josssshhhh,positive
24980,barang sudah saya terima dengan tepat waktu terimakasih,positive
24981,thank you gan fast response and delivery,positive
24982,recommended seller responsive dan bertanggung jawab,positive
24983,harga paling murah se rtoped barang ori dan cepat sampai jangan ragu beli di sini ,positive
24984,fast respon good service tks ya _ ,positive
24985,terima kasih utk respon cepatnya wusss lgsg sampaai di tempat ,positive
24986,produk sesuai dengan yang diinginkan thanks ,positive
24987,kemasan rapih barang belum dibuka,positive
24988,barang sesuai spesifikasi dan kemasan baik,positive
24989,fast respon sesuai deskripsi good mohon maaf terlambat konfirmasi penerimaan krn yang menerima paket security dan baru diserahkan ke saya hari ini,positive
24990,barang sampai dengan aman dan berfungsi baik makasih sj komputer ,positive
24991,barangnya oke suaranya bagus terima kasih,positive
24992, cukup keren untuk produk seharga ini,positive
24993,oke sdh sampai thanks,positive
24994,mantapp berfungsi dengan baikk thanks u gan,positive
24995,barang sesuai dengan diskripsi,positive
24996,bagus barang masih oke,positive
24997,istimewa pelayanan dan pengiriman nya cepat,positive
24998,barang cepat sampai dan sellernya baik terima kasih,positive
24999,barang mantap langsung nyala lagi internet,positive
25000,barang ok working well,positive
25001,brg murah dan asli pengiriman cepat,positive
25002,ok gan terimakasih sesuai pesanan maaf telat soalnya baru pulang,positive
25003,thanks gan brg sdh diterima dengan baik ,positive
25004,packing bagus dan rapi pengiriman cepat dan sesuai dengan perjanjian isi belum diperiksa semoga juga ok thx,positive
25005,tinta canon pg bk ori canon,positive
25006,barang sesuai deskripsi thanks ,positive
25007,cl canon ori canon printer,positive
25008,mantapppppppppppppppppppppppppppppppppp,positive
25009,mantap tks gan,positive
25010,catridge original sesuai dgn foto packing rapih respon dan pengiriman cepat recommended seller ,positive
25011,pelayanan oke tq ya god job,positive
25012,respon cepat barang di terima dengan baik ,positive
25013,mantappppppppppppppoo,positive
25014,cepat pengiriman dan reapon baik tingkatkan,positive
25015,mantap udah beberapa kali beli di sini thanks ya,positive
25016,original cartridge sesuai pesanan response cepat kemasan rapi,positive
25017,mantap sesuai pesanan dan fast response langganan supply tinta kantor,positive
25018,ty gan barang udah ane terima ,positive
25019,tidak pernah mengecewakan,positive
25020,seller ok harga jg ok,positive
25021,thanks sj komputer barang ori dan seller selalu responsif,positive
25022,udah sering beli dan selalu memuaskan baik seller maupun produknya sukses terusssss ,positive
25023,okeeeeeeeee cepat sampai,positive
25024,oke lah produk sesuai pesanan penjual juga bagus pengiriman cepat proses cepat thanks,positive
25025,langgan saya tiap bulan,positive
25026,barang dan respon memuaskannnnnn,positive
25027,terimakasih barang sampai sesuai pesanan,positive
25028,reapon cepat tp sayang harga ada yg tidak sesuai,positive
25029,udah x beli disini sejauh ini memuaskan kualitas barang dan pelayanannya produk ori ,positive
25030,fast response sellernya thanks gan,positive
25031,thank you good product ,positive
25032,barang sesuai respon seller cepat oke banget ,positive
25033,guuuud sellllller thx u,positive
25034,terima kasih sudah d terima,positive
25035,produk bagus udah kesekian kali belanja disini,positive
25036,barang sampai dengan cepat dan respon penjual baik,positive
25037,penjual ramah dan jujur,positive
25038,puas karena barang datang tepat waktu,positive
25039,barang sesuai dg gambar respon cepat ,positive
25040,siippp trims ,positive
25041,gooooooooddddddddd seller,positive
25042,recomended seller barang sesuai deskripsi,positive
25043,barangnya udah sampai dan sesuai dengan yg dipesan mantappp,positive
25044,barangnya udah sampai sesuai barangnya ,positive
25045,thankies respon cepat tanggap barang ori,positive
25046,barang sesuai diskripsi dan original pelayanan cepat dan rekomendit seller ,positive
25047,thanks barang tiba cepat good seller ,positive
25048,barang cocok banget makasih bos,positive
25049,very good trims,positive
25050,sudah beli kesekian kalinya ,positive
25051,pembelian kesekian kali mantap,positive
25052,respons dan pengiriman cepat,positive
25053,produk ori mantap poolll ,positive
25054,mantap brother kualitas bagus ,positive
25055,ori expired masih lama pengiriman cepat,positive
25056,kurang bagus kaya bekas udah jelek tp isi full,positive
25057,gak pake ba bi bu tau sampe recsell deh,positive
25058,sudah beli yang ke sekian kalinya ,positive
25059,sudah kali saya belanja disini selalu memuaskan ,positive
25060,cakep tintanya harga miiring ,positive
25061,mantap respon dan pengiriman nya cepat semoga jadi langganan,positive
25062,barang sesuai dgn deskripsi dan harga bersaing,positive
25063,barang sudah diterima good,positive
25064,barang sdh diterima dg baik makasih ,positive
25065,tinta sudah sampe harga nya ok ,positive
25066,pembelian yang ke x dan selalu puas karena kemageran anda dibantu dengan tokopedia dan sj komputer ,positive
25067,barang sesuai alangkah baiknya jika packing dibungkus plastik wrapping,positive
25068,makasih sob respon cepet packing dahsyat barang terjamin seller trusted jadi bisa tenang beli online saat mager nyari toko printer,positive
25069,thanks barang udh sampe,positive
25070,belum sy pasang mdhan memuaskan,positive
25071,brg orisinil dan sesuai pesanan ,positive
25072,respon very cepat packing rapi jali spek sesuai recommended banget dah tq,positive
25073,barang bagus seller bagus ,positive
25074,udah langganan thanks,positive
25075,cepat cepat cepat cepat,positive
25076,produk baik sudah di pakai dan berfungsi dengan baik good quality dan original thx u,positive
25077,good and recommended seller banget,positive
25078,mantap produknya sampai dengan selamat,positive
25079,thanksssss gannnnnnnnnnnnnnnnnnnnn,positive
25080,tespon penjual sangat baik dan ori tentunya,positive
25081,sesuai deskripsi packaging baik,positive
25082,proses cepat barang belum sy pakai,positive
25083,barang baik pengiriman baik recomended,positive
25084,selalu puas belanja di sini yang berminat beli wallpaper dinding yuk kunjungi importir wallpaper jkt harganya murah ,positive
25085,produk asli respon dan pengiriman super cepat recommended seller,positive
25086,kualitas tinta baik dan sesuai deskripsi,positive
25087,makasih bang cepet sampai mantul,positive
25088,produk ok sesuai deskripsi bagus,positive
25089,barang sudah diterima dengan kondisi baik thanks ,positive
25090,bagus dan recomended seller,positive
25091,selalu respon cepat makasih ya ,positive
25092,tinta sudah sampai dan pengiriman cepat thank u,positive
25093,respon cepat brg sesuai lapak,positive
25094,pengiriman sangat cepat puas belanja disini,positive
25095,terimakasih banyak untuk bantuannya ane salah pesen dan sudah dibantu proses return nya,positive
25096,sesuai deskripsi kualitas bagus recommended,positive
25097,mantap rekomendasi seller sama pengiriman fast respond,positive
25098,pelayanan dan barang sangat baik,positive
25099,selalu terbaik pelayanannya sukses om tokonya,positive
25100,makasih barang sudah sampai semoga ga ada kendala,positive
25101,bagus original sesuai pesananan ,positive
25102,blm dicoba semoga ga bermasalah,positive
25103,mantap bos lancar jaya langsung pakai,positive
25104,barang sdh diterima amp good condition thx u,positive
25105,produk asli dan pengiriman cepat,positive
25106,terbaikkkkkkkkkkkkkkk,positive
25107,harga murah barang original pengiriman cepat,positive
25108,barang sesuai dengan yang diharapkan ,positive
25109,produk dan kemasan baik ,positive
25110,sesuai judul gambar dan deskripsi,positive
25111,pengiriman sangat cepat packaging rapihh mantap,positive
25112,produk bagus seller responsive pengiriman cepat recomended seller,positive
25113,respon dan pengiriman cepat packing aman harga bersahabat terima kasih,positive
